,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,36,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-07-13 11:34:57.000000,2023-07-13 11:34:56,4254.0,1546.0,5604.0,15872.0,2021-01-30 02:36:56,7.18.1,320251.0,26226412.0,86.0,425360.0,425360.0,953.0,https://pypi.org/project/ipython,25976399.0,https://anaconda.org/conda-forge/ipython,2023-06-02 17:57:56.118,21517030.0,1.0,,,,,,,,,,,,,,,,,
2,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/ydataai/ydata-profiling,,widgets,33,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-07-19 18:05:59.000000,2023-07-19 17:41:19,1476.0,173.0,522.0,10911.0,2023-07-19 17:50:30,4.3.2,,947942.0,47.0,941.0,941.0,110.0,https://pypi.org/project/pandas-profiling,943320.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,383629.0,1.0,ydataai/ydata-profiling,1312.0,,,,,,,,,,,,,,,
3,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,33,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-07-19 14:03:54.000000,2023-07-19 14:03:51,508.0,479.0,629.0,1529.0,2023-07-19 14:04:13,7.7.2,566.0,16837778.0,53.0,217872.0,217872.0,263.0,https://pypi.org/project/nbconvert,16425771.0,https://anaconda.org/conda-forge/nbconvert,2023-07-19 02:25:04.255,13183878.0,1.0,,,,,,,,,,,,,,,,,
4,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,32,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-07-20 14:16:28.000000,2023-07-19 17:28:23,4018.0,715.0,6632.0,17766.0,,,,3565437.0,52.0,72439.0,72439.0,664.0,https://pypi.org/project/bokeh,3242537.0,https://anaconda.org/conda-forge/bokeh,2023-07-20 14:00:10.384,11947303.0,1.0,,,,,,,,,,,,,,,,,
5,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,32,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-07-20 12:34:12.000000,2023-07-20 12:34:11,332.0,233.0,229.0,566.0,2023-07-03 13:54:40,6.24.0,1644.0,15774165.0,64.0,270925.0,270925.0,171.0,https://pypi.org/project/ipykernel,15766069.0,https://anaconda.org/anaconda/ipykernel,2023-06-16 13:05:58.237,739098.0,1.0,,,10.0,,,,,,,,,,,,,,
6,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-06-16 13:21:26.060000,2023-05-14 21:34:31,182.0,104.0,224.0,370.0,,,,3627856.0,38.0,140511.0,140511.0,120.0,https://pypi.org/project/qtconsole,3578848.0,https://anaconda.org/conda-forge/qtconsole,2023-06-16 13:21:26.060,4214752.0,1.0,,1939.0,,,,,,,,,,,,,,,
7,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-07-17 16:59:14.000000,2023-06-11 07:57:10,575.0,550.0,724.0,3436.0,2023-03-14 01:24:58,0.15.1,,112982.0,42.0,10592.0,10592.0,125.0,https://pypi.org/project/jupyter-book,112982.0,,,,1.0,,1422.0,7.0,,,,,,,,,,,,,,
8,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,31,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-07-17 09:31:15.000000,2023-07-04 15:39:22,890.0,640.0,1303.0,2845.0,2023-07-04 15:19:25,8.0.7,,9462845.0,49.0,7790.0,7790.0,207.0,https://pypi.org/project/ipywidgets,9101501.0,https://anaconda.org/conda-forge/ipywidgets,2023-07-04 16:57:10.113,10370224.0,1.0,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,56338.0,,,,,,,,,,,
9,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,31,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,326.0,222.0,340.0,1383.0,2023-06-02 07:09:46,0.17.3,,206685.0,66.0,4763.0,4763.0,83.0,https://pypi.org/project/ipyleaflet,136520.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1046147.0,1.0,,1146.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,58001.0,,,,,,,,,,,
10,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,30,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-07-10 13:41:09.796000,2023-07-10 10:06:16,140.0,61.0,78.0,213.0,2023-07-10 10:06:43,5.9.1,176.0,15909966.0,25.0,225784.0,225784.0,77.0,https://pypi.org/project/nbformat,15431579.0,https://anaconda.org/conda-forge/nbformat,2023-07-10 13:41:09.796,17221780.0,1.0,,,11.0,,,,,,,,,,,,,,
11,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,29,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-07-20 06:31:23.000000,2023-07-19 15:51:27,4025.0,1951.0,2703.0,11341.0,2023-07-19 15:53:06,7.0.0,13512.0,13799508.0,66.0,28.0,28.0,637.0,https://pypi.org/project/notebook,13448474.0,https://anaconda.org/conda-forge/jupyter,2023-06-16 13:17:46.215,3504627.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-07-17 04:47:04.986415,1031.0,30287357.0,,,,,,
